gene_id,SRR9654972,SRR9654980,SRR9654983,SRR9654984,SRR9654985,SRR9654987,SRR9654988,SRR9654989,SRR9654990,SRR9654993,SRR9654994,SRR9654995,SRR9654996,SRR9654997,SRR9654998,SRR9655000,SRR9655004,SRR9655005,SRR9655008,SRR9655009,SRR9655010,SRR9655012,SRR9655013,SRR9655014,SRR9655015,SRR9655018,SRR9655019,SRR9655020,SRR9655021,SRR9655022,SRR9655023,SRR9655025,SRR9655029,SRR9655030
K00003,682,1509,1219,2460,1898,658,1806,2223,1263,936,1250,783,1268,1758,2340,1223,996,460,1558,1695,733,678,1316,1047,1233,1652,859,1363,848,1198,1154,1011,1510,2340
K00004,0,3,0,0,0,4,2,26,4,0,0,0,0,4,0,0,0,1,0,9,0,3,94,0,21,0,0,3,0,6,2,0,0,2
K00005,1064,212,135,414,209,639,111,317,350,110,135,152,95,190,626,177,148,136,338,547,361,1011,508,240,435,395,528,191,101,65,329,65,429,347
K00006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00007,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,79,0,2,0,0,0,0,0,0,0,0,0,0
K00008,18,3,4,94,79,9,38,60,11,10,1,6,39,30,4,13,28,4,14,5,11,6,2,15,74,65,12,5,0,3,0,12,12,78
K00009,1054,128,84,1110,185,520,137,177,289,40,98,88,146,95,16,51,246,58,236,217,364,532,72,233,192,523,265,32,137,135,286,116,200,94
K00010,73,14,74,306,460,43,119,141,104,132,159,52,153,35,285,83,451,26,231,124,127,507,36,46,106,232,55,76,33,276,63,98,355,51
K00012,778,339,294,176,116,401,472,728,323,573,416,767,321,127,685,511,114,347,557,246,468,314,339,570,550,727,383,466,278,345,668,493,150,225
K00013,975,538,259,834,820,398,1025,833,915,594,587,394,454,466,1532,857,412,296,821,636,622,373,1176,355,791,842,772,427,254,715,446,209,751,800
K00014,850,165,47,478,148,424,248,497,246,95,85,56,173,298,50,37,132,249,322,407,500,511,276,243,566,256,288,108,151,221,222,409,476,692
K00015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00016,257,1448,1081,1158,1806,379,1528,1080,918,646,790,590,576,921,1876,734,725,302,1072,914,616,3300,266,644,269,1108,508,810,382,592,846,580,772,942
K00018,253,235,473,545,803,295,777,1040,355,503,627,327,101,646,384,865,391,169,408,453,180,69,276,271,423,350,454,488,298,773,297,292,548,217
K00019,708,1,7,10,0,304,0,21,36,2,25,0,0,62,0,30,4,3,18,31,227,401,0,143,44,15,189,3,14,9,0,12,32,1
K00020,128,303,44,501,107,21,85,140,203,8,21,15,235,39,278,87,20,49,391,117,19,17,631,118,229,221,251,69,160,212,285,55,350,149
K00021,0,40,0,0,0,1,89,0,51,0,0,0,0,0,0,0,0,5,22,0,2,0,110,32,85,0,45,1,0,27,45,15,66,20
K00023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00024,131,6,8,15,26,23,28,23,56,53,63,48,21,33,1,19,3,177,63,7,6,3,111,273,210,85,55,7,70,60,24,279,20,11
K00026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00027,197,158,322,526,383,176,732,443,330,292,419,166,252,278,471,395,362,141,572,253,219,143,576,358,565,550,482,470,339,598,330,222,322,341
K00029,169,5,2,10,9,306,21,77,40,193,108,81,0,84,0,89,22,148,6,29,112,463,65,46,117,14,170,4,12,91,3,10,18,2
K00030,122,103,35,145,23,5,135,46,340,42,90,20,129,7,416,112,31,46,146,53,20,4,267,7,183,420,128,266,161,97,18,56,60,37
K00031,1081,1727,830,1409,1299,852,1271,1407,2827,916,1051,831,764,1259,1594,1538,889,706,1298,1302,966,2040,1016,1326,924,1817,1029,1248,677,1162,1143,1140,982,1361
K00032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00033,649,3671,829,8,214,525,147,209,3224,440,427,753,84,509,2566,594,735,683,792,376,910,528,83,777,463,1494,658,376,429,420,1210,325,76,47
K00034,2,1,3,0,13,0,2,11,0,0,0,0,7,0,2,0,0,2,1,5,0,0,1,1,22,9,0,0,3,1,4,20,3,2
K00035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00036,226,1602,566,1,115,373,27,81,1217,377,300,471,26,249,1960,314,451,372,321,352,391,288,46,650,104,605,248,254,148,117,609,261,2,40
K00038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0
K00039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,193,0,0,0,0,0,0,0,0,0,0,0,0
K00040,1689,6,0,1,0,675,0,1,38,1,3,0,0,172,0,0,25,1,4,35,545,796,0,209,51,0,278,0,37,12,0,0,0,0
K00041,560,286,243,413,123,571,426,517,397,736,558,467,103,148,351,624,324,210,464,462,292,327,151,116,413,466,364,535,107,361,122,113,206,188
K00042,32,192,22,205,41,500,145,77,42,49,63,3,2,9,168,117,65,6,166,152,63,260,44,26,158,120,217,72,16,198,10,35,212,1
K00043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00045,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,72,0,0,1,0,0,0,0,0,0,3,0,0,1,134,0,0
K00046,724,16,116,299,58,720,136,44,73,124,47,78,211,6,56,154,92,59,71,60,26,22,531,37,207,62,43,93,39,240,79,70,72,5
K00048,544,1187,448,575,472,286,371,210,256,208,447,393,271,221,1372,431,309,487,502,190,322,412,601,99,196,204,293,232,247,287,572,152,163,189
K00052,1220,484,432,1253,991,671,1272,852,865,600,660,389,526,936,608,683,375,366,524,649,569,1862,772,726,654,729,584,561,542,734,380,412,691,908
K00053,1436,5155,2594,2474,2911,1351,2813,3099,4896,2245,2646,2090,1131,2701,7672,3113,2325,1762,2214,2391,2088,2756,1108,1566,1015,2894,1139,2430,1211,1436,3151,1476,1444,1993
K00054,1,0,0,24,7,66,0,98,24,0,2,0,5,45,8,1,0,2,11,424,122,1360,2,194,65,20,13,12,9,5,51,23,4,113
K00055,2,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,3,1,0,0,0,164,0,56,2,0,0,0,5,14,3,3,4,3
K00057,1469,1557,882,1140,1122,934,1668,1171,1606,713,1029,647,574,1083,2016,1549,824,476,982,1084,945,2764,1000,1756,1078,2029,962,977,1430,1115,684,1207,921,1014
K00058,503,591,435,385,151,191,340,290,1316,299,412,236,258,245,791,414,445,448,692,239,314,441,757,586,722,682,540,311,307,537,251,708,370,202
K00059,2874,1734,1259,1863,2334,1358,2615,1900,3006,1269,1949,1213,685,2368,1897,2553,1271,855,1954,1905,1470,1405,2741,1564,1818,2061,1570,2230,2729,2152,1204,1708,1810,1836
K00060,641,105,28,89,9,303,41,37,92,3,32,7,41,70,15,33,1,145,358,24,190,128,109,711,329,100,357,55,158,176,20,280,98,6
K00062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00064,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
K00065,1,86,40,37,9,397,69,26,83,37,70,55,48,5,23,43,64,19,13,64,11,450,34,48,202,47,256,44,1,61,22,188,61,6
K00066,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00067,546,377,306,843,464,392,540,785,291,454,566,227,547,542,521,597,397,244,269,419,381,1624,306,172,533,403,325,307,686,499,370,368,448,1452
K00068,749,87,27,412,71,341,66,105,147,4,13,26,35,18,10,33,70,2,216,98,26,309,17,181,53,206,228,65,138,237,156,73,108,74
K00073,724,2,5,1,0,573,0,0,33,1,3,0,3,51,0,35,4,1,4,15,195,157,0,22,48,0,226,1,19,11,0,15,0,53
K00074,370,64,54,137,58,32,77,158,89,32,59,14,74,16,56,60,38,62,248,48,88,202,16,56,142,115,124,54,33,103,37,18,29,44
K00075,1633,3423,1766,2371,1905,1280,2300,2007,3409,1327,1734,1364,1077,1584,5128,2264,1414,1182,2827,2072,1110,2116,2154,2230,1551,2289,1841,1909,2034,1960,1896,1695,1463,1697
K00076,461,2,0,25,0,225,0,0,11,0,0,0,0,44,0,0,0,14,2,5,150,124,0,63,67,0,95,0,8,2,0,0,0,0
K00077,1656,565,545,1228,929,949,1182,1430,2408,1272,1270,909,754,616,1909,1459,892,450,979,1167,1172,2504,1630,1261,1387,1540,1226,1226,1612,1387,553,519,1112,904
K00078,64,331,215,417,87,232,295,443,844,147,298,178,212,315,735,533,234,100,189,142,181,41,69,60,32,397,130,208,104,116,223,46,107,633
K00086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,2,0,0,0,0,0,0,0,0,0
K00087,285,66,3,246,20,22,56,113,35,5,23,9,52,118,11,43,17,18,192,19,238,91,126,151,192,54,153,30,94,132,8,37,156,207
K00088,1293,1935,1388,1879,1939,890,1692,1920,2596,1007,1337,1044,772,1380,2914,1260,1050,952,1415,1247,1107,2643,1114,1437,1083,1710,1010,1270,847,1263,1460,1037,1223,1468
K00090,252,2,0,2,0,280,0,0,22,2,1,0,0,58,0,0,18,1,7,16,173,379,0,77,56,2,132,0,7,7,0,0,0,0
K00094,567,1,0,0,0,247,0,0,18,0,0,0,0,56,0,0,0,0,1,9,193,127,0,24,6,0,111,0,12,5,0,0,0,0
K00096,72,81,274,999,403,201,482,769,285,284,394,143,362,328,145,323,186,72,232,178,105,52,547,69,343,333,239,180,271,435,301,160,553,752
K00097,29,0,0,0,0,13,0,0,10,0,2,0,0,61,0,0,0,0,3,4,195,213,0,64,1,0,4,1,0,1,0,0,0,0
K00098,456,0,0,0,0,232,0,0,2,0,0,0,0,0,0,0,0,0,2,9,0,0,0,11,0,0,0,0,9,2,0,0,0,0
K00099,1659,2307,1290,1320,1440,1008,1578,1600,1433,1167,1467,1169,610,1196,3301,2077,1055,928,2000,868,860,930,1322,1349,1329,1559,1342,1269,1478,1564,1297,1080,1113,1246
K00100,4,8,4,43,44,0,41,0,16,20,3,5,3,5,0,0,14,1,3,9,14,25,5,0,0,35,0,1,5,52,16,18,6,38
K00101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,0,0,0,0,0,0,0,0,0,0,0,0
K00102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00104,180,23,9,4,0,77,39,5,70,0,21,7,0,45,0,2,0,115,13,1,16,0,110,493,149,142,137,0,74,25,0,93,0,0
K00105,0,0,0,0,0,7,0,2,2,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00108,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,81,0,2,1,0,0,0,0,0,0,0,0,0
K00109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00111,2019,243,449,1056,667,1014,579,797,731,449,653,326,346,443,1455,676,462,168,997,531,669,1098,324,560,909,851,900,615,642,617,370,417,603,185
K00112,534,6,1,6,5,488,25,30,93,26,35,0,5,78,18,231,33,49,20,71,211,465,9,122,132,15,220,17,22,177,9,5,3,2
K00113,689,5,2,5,6,238,24,12,62,137,25,0,7,56,2,207,6,47,18,44,172,383,6,84,82,8,109,14,25,148,4,7,2,2
K00114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00116,598,3,0,1,0,256,0,5,29,0,1,1,1,59,0,0,17,0,10,30,235,556,0,135,33,3,137,1,11,13,0,0,0,0
K00117,4,0,0,0,0,259,0,0,5,0,0,0,0,1,0,0,0,0,0,0,5,70,0,3,0,0,24,0,0,3,0,0,0,0
K00121,2,0,0,1,0,280,0,4,22,1,2,0,0,5,0,0,0,0,0,38,7,132,0,14,3,0,152,0,0,3,4,28,0,0
K00122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
K00123,23,0,0,302,69,1,36,302,3,30,12,20,163,252,26,0,41,0,5,47,6,3,2,0,0,0,1,51,11,0,13,0,34,457
K00124,1063,10,11,3,7,557,28,24,105,2,17,22,25,140,2,2,20,11,92,80,470,462,4,181,76,36,289,26,51,23,15,9,16,9
K00125,59,136,20,236,100,41,289,283,227,53,54,37,129,168,61,31,63,43,252,97,74,21,204,87,163,58,129,98,32,94,161,103,283,452
K00126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00127,1489,15,12,17,18,562,3,41,93,3,27,25,52,191,3,1,19,8,101,56,529,714,2,291,105,41,319,7,62,19,33,39,47,16
K00128,4,0,20,21,0,0,4,76,5,0,8,0,0,0,14,32,0,5,19,7,0,9,25,5,0,0,3,6,0,44,1,0,0,6
K00130,491,30,30,22,5,209,0,7,26,73,30,20,0,50,34,52,42,3,50,38,156,340,1,28,13,26,136,1,11,9,0,8,9,2
K00131,1,1,2,18,0,15,0,97,17,0,0,0,29,25,16,13,0,5,2,342,157,929,0,0,5,40,32,4,0,3,73,15,2,99
K00132,11,44,9,60,5,11,21,9,18,1,8,7,140,2,1,12,7,21,44,13,3,0,0,3,143,22,87,2,2,11,0,27,21,0
K00133,1526,1776,748,453,1148,974,1400,814,1767,705,790,637,271,589,1986,963,519,790,1355,841,689,1740,1180,1249,1101,1085,1018,711,1612,1085,996,655,620,542
K00134,1327,621,387,378,425,905,1080,750,1643,639,517,382,241,615,265,564,190,295,722,829,670,2558,306,1037,860,556,805,696,1061,936,250,616,338,569
K00135,84,3,0,3,0,219,0,2,52,1,2,1,0,25,0,0,0,4,8,25,56,431,0,111,36,0,223,5,13,22,0,0,0,0
K00137,442,0,0,0,0,7,0,0,2,0,0,0,0,32,0,0,0,0,0,19,100,206,0,49,1,0,0,0,8,0,0,0,0,0
K00138,781,2,0,0,0,246,0,0,9,0,2,0,0,70,0,0,1,0,5,18,265,313,0,124,7,0,30,1,18,6,0,0,0,0
K00140,0,4,35,54,65,14,39,38,40,89,121,18,1,44,42,4,90,0,30,36,15,226,0,4,46,5,0,98,38,25,4,4,209,32
K00141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00145,1510,2240,1415,1977,1838,1119,2016,1968,1894,1421,1528,1464,1127,1502,3551,1887,1188,1122,1501,1566,1028,2233,1563,1454,1186,1770,1148,1555,1464,1491,1454,1067,1295,1821
K00146,517,0,0,0,0,3,0,0,5,0,1,0,0,0,0,0,0,0,0,8,169,176,0,56,0,0,0,0,9,0,0,0,0,0
K00147,386,1255,875,741,1398,707,1036,878,976,508,713,616,237,901,1743,804,626,500,778,631,469,2229,816,465,826,942,746,802,591,1015,728,543,638,587
K00148,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
K00150,52,52,0,0,0,4,100,0,57,0,13,0,0,0,1,16,0,17,25,0,3,0,115,106,87,17,54,4,1,46,49,20,101,24
K00151,878,0,0,0,0,1,0,0,0,1,0,0,1,105,0,0,0,0,18,43,285,0,0,30,4,1,0,1,20,0,0,0,0,0
K00153,0,0,0,0,0,0,0,7,2,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,0,0,0
K00154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00156,565,0,2,7,2,206,28,5,51,1,17,4,0,50,0,0,0,219,20,10,107,228,124,503,217,125,168,3,100,33,1,404,1,2
K00158,0,0,0,0,0,55,0,24,5,0,0,0,1,4,0,0,0,0,5,85,0,0,0,217,24,26,2,1,0,0,3,1,4,0
K00161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00163,815,5,2,4,0,587,2,20,53,0,1,0,6,104,14,1,17,1,12,49,356,766,4,173,53,8,201,15,16,30,14,2,0,3
K00164,428,0,0,0,0,127,0,0,13,0,1,0,0,40,0,0,0,1,2,18,104,119,0,52,4,0,66,0,9,5,0,0,0,0
K00166,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,9,0,0,0,0,0,0,0,0,1
K00167,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,1,0,0,1
K00169,79,497,52,105,266,200,761,99,1239,61,169,41,55,54,51,181,65,58,296,43,45,8,456,106,358,155,189,54,1062,189,93,340,163,59
K00170,18,351,37,176,107,171,455,43,840,24,149,40,39,23,11,129,35,31,297,12,34,13,175,95,291,134,144,44,594,128,112,264,144,71
K00171,26,409,18,159,40,100,536,24,932,42,48,7,4,14,21,37,27,32,218,15,38,2,157,74,234,98,103,12,740,82,91,205,153,50
K00172,84,408,67,147,281,168,633,215,1043,70,145,35,55,59,52,157,54,48,251,43,49,29,420,95,332,180,192,66,854,151,169,287,172,81
K00174,187,225,126,23,116,454,420,360,552,577,330,360,48,42,102,545,88,565,836,101,46,39,1433,273,1095,201,932,140,883,965,287,364,445,113
K00175,73,135,67,5,46,320,255,187,309,440,286,201,12,22,70,337,33,480,494,24,19,23,546,118,615,66,433,61,173,626,111,246,209,38
K00176,82,125,111,16,72,248,190,181,328,262,127,161,54,47,67,171,125,382,646,36,25,21,917,179,729,129,481,95,593,657,148,147,285,83
K00177,165,189,99,19,87,366,323,196,433,303,178,142,32,44,73,348,97,345,675,48,37,13,1228,206,921,137,690,101,896,685,222,353,355,83
K00179,189,192,126,242,349,342,474,432,344,212,385,140,147,57,113,605,88,363,695,118,105,42,1494,285,759,347,537,110,251,526,200,370,368,184
K00180,197,257,244,281,419,492,566,542,579,331,482,203,197,104,138,662,132,349,899,143,111,75,1642,436,889,498,652,170,449,729,379,549,536,217
K00184,18,19,20,38,39,4,47,58,190,49,3,6,85,19,56,15,154,29,184,38,14,29,46,40,71,66,65,16,55,62,28,157,24,21
K00185,30,16,32,31,52,15,63,85,198,40,2,3,147,53,110,29,178,18,177,44,30,36,4,49,106,63,58,29,61,65,55,200,42,32
K00186,0,10,0,0,0,0,33,0,8,0,0,0,0,0,0,0,0,2,6,0,1,0,88,14,17,0,18,0,0,24,11,6,15,5
K00187,0,16,0,0,0,2,35,0,26,0,0,0,0,0,0,0,0,2,14,0,1,0,57,23,34,0,26,1,0,13,22,12,40,10
K00188,0,33,0,0,0,3,55,0,38,0,0,0,2,0,1,0,0,7,28,1,5,0,107,43,79,1,56,6,0,26,47,17,72,18
K00194,62,3,31,332,135,14,97,226,44,73,70,33,147,101,86,36,84,0,121,99,63,19,4,78,14,141,51,77,20,31,24,79,167,575
K00196,6,25,14,94,27,2,39,79,45,4,10,68,0,8,223,11,3,7,65,34,22,13,43,2,94,191,23,108,105,59,29,2,86,28
K00197,92,12,79,470,131,24,165,482,46,136,126,81,354,192,102,73,117,0,147,113,55,17,3,104,15,181,61,124,15,46,16,98,162,685
K00198,99,65,85,636,179,23,181,517,87,131,114,100,245,196,142,85,91,61,179,136,65,54,4,71,153,319,82,158,14,76,75,85,325,673
K00200,0,42,0,0,0,1,81,0,49,0,0,0,0,0,0,0,0,4,18,0,2,0,130,38,79,0,40,2,0,27,45,20,80,18
K00201,1,71,0,0,0,1,140,0,72,0,0,0,0,0,0,0,0,6,35,1,3,0,138,68,124,0,62,2,0,34,63,26,123,35
K00202,1,54,0,0,0,4,86,0,53,0,0,0,0,0,0,0,0,7,27,0,4,0,151,53,93,0,47,2,0,50,53,22,86,23
K00203,1,42,0,0,0,0,89,0,56,0,0,0,0,0,1,0,0,7,31,0,5,0,141,55,99,1,45,4,0,34,61,22,93,20
K00204,1,39,0,0,0,1,98,0,56,0,0,0,0,0,0,0,0,2,26,0,4,0,122,40,86,0,44,4,0,28,50,30,89,25
K00205,2,96,0,0,0,6,191,0,115,0,0,0,0,0,1,0,0,11,55,0,8,0,263,106,193,1,106,4,0,55,128,44,192,42
K00206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00208,588,149,3,5,169,285,31,9,31,2,52,0,0,63,0,46,0,91,58,52,192,146,69,513,209,8,115,3,104,180,0,346,6,1
K00209,26,6,15,591,112,2,175,388,59,86,47,32,242,340,22,146,116,11,35,82,65,16,3,0,30,113,13,45,5,7,103,4,85,661
K00211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00215,1708,2473,1406,1958,1704,1219,1939,1798,2635,1172,1288,1081,1080,1527,3533,1591,1040,879,1716,1114,980,2076,1347,1657,1139,1733,1347,1161,1435,1225,1568,944,1342,1629
K00216,933,5,0,4,0,342,0,7,43,1,3,0,0,87,1,0,14,3,22,70,249,266,0,146,53,5,206,2,20,20,0,0,0,0
K00217,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
K00219,747,3,0,2,0,348,6,0,40,0,2,0,0,54,0,0,20,1,4,58,244,336,0,105,58,11,203,1,17,9,0,0,0,1
K00220,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00226,0,0,0,5,0,15,0,102,13,0,0,0,24,31,6,9,0,3,4,188,133,15,0,0,37,20,2,3,0,0,40,28,2,83
K00227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00228,1076,3,0,1,0,527,1,0,47,0,6,0,0,126,0,0,0,2,15,45,233,264,0,148,10,0,272,0,25,11,0,0,2,0
K00230,802,61,11,0,232,335,106,171,177,26,84,41,0,85,2,33,11,15,40,23,263,364,117,238,232,2,181,15,38,78,70,59,143,65
K00231,6,5,4,4,1,3,5,37,23,0,1,0,12,9,22,2,1,0,1,5,1,5,8,2,8,9,0,21,0,20,25,2,0,3
K00232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00233,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
K00234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00239,8,1252,396,1,21,174,41,70,1148,59,184,270,51,182,1564,313,298,355,400,116,456,227,22,134,33,430,217,214,152,114,602,42,11,11
K00240,1379,1888,621,583,380,655,347,499,1381,517,435,634,335,502,1849,651,635,710,796,399,729,516,241,765,348,876,503,388,252,502,835,431,438,572
K00241,828,6,16,15,7,428,71,35,91,252,201,156,4,90,7,133,11,425,72,21,220,252,204,636,279,105,217,29,152,363,23,269,15,5
K00242,660,1,0,2,0,347,0,13,28,1,0,0,0,59,1,1,4,0,7,24,211,291,0,101,18,9,118,0,14,6,0,0,0,0
K00243,200,194,363,2034,671,373,476,1434,234,773,540,406,921,695,364,560,479,294,390,636,387,575,139,151,214,532,120,322,29,349,293,115,1125,1642
K00244,457,3,0,0,0,213,0,0,21,1,2,0,0,76,0,0,13,0,13,28,197,295,0,116,65,7,127,0,10,6,0,0,0,0
K00245,362,2,0,1,0,363,0,0,28,0,3,0,0,67,0,1,3,2,12,16,250,247,0,103,20,1,168,0,9,9,0,0,0,0
K00246,681,0,0,3,0,357,0,2,12,2,2,2,0,66,0,1,10,2,6,20,265,354,0,95,27,10,151,1,9,6,1,0,0,0
K00247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0
K00248,92,29,156,216,157,202,240,310,183,259,269,183,52,90,108,468,155,99,408,175,63,19,144,51,133,239,262,227,159,413,33,310,103,133
K00249,72,24,33,363,114,64,122,79,163,36,45,41,25,9,18,56,162,90,292,82,39,14,63,42,153,385,155,86,384,158,102,73,82,68
K00252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00254,672,1522,484,12,60,326,138,85,211,138,352,338,49,244,1679,506,332,564,469,193,339,385,189,837,243,240,325,178,92,305,583,542,3,33
K00255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00259,36,9,23,86,16,90,69,81,74,268,138,125,59,82,39,203,5,150,303,338,14,27,85,10,105,31,78,24,18,224,81,9,82,219
K00260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00261,1,18,17,0,121,4,2,66,20,0,44,0,0,4,0,5,0,3,24,4,2,133,31,34,36,2,14,2,7,16,16,20,61,1
K00262,668,1886,1213,1562,1397,872,1800,1210,2523,1266,1226,907,674,1018,2042,1669,960,894,1371,775,918,1500,1742,1177,951,1770,1128,1386,1106,1500,993,1092,910,987
K00263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
