gene_id,SRR9654972,SRR9654980,SRR9654983,SRR9654984,SRR9654985,SRR9654987,SRR9654988,SRR9654989,SRR9654990,SRR9654993,SRR9654994,SRR9654995,SRR9654996,SRR9654997,SRR9654998,SRR9655000,SRR9655004,SRR9655005,SRR9655008,SRR9655009,SRR9655010,SRR9655012,SRR9655013,SRR9655014,SRR9655015,SRR9655018,SRR9655019,SRR9655020,SRR9655021,SRR9655022,SRR9655023,SRR9655025,SRR9655029,SRR9655030
K19166,710,0,2,1,0,706,7,0,21,17,17,28,0,71,0,0,0,1,8,11,244,133,0,199,19,0,130,7,16,14,0,2,0,0
K19167,27,363,512,203,1847,257,1218,621,698,201,270,142,117,567,150,142,70,46,142,289,140,15,58,24,280,239,139,107,485,261,144,266,278,507
K19168,671,2,0,1,0,315,0,0,21,0,1,1,0,75,0,0,7,0,7,18,235,386,0,98,24,0,133,0,19,8,0,0,0,0
K19169,11,0,0,0,4,69,22,74,4,31,13,0,0,65,0,44,0,58,47,105,0,0,0,51,6,168,137,20,0,14,2,304,83,0
K19170,17,0,0,14,9,94,9,51,4,0,0,0,1,69,2,58,2,0,0,4,63,0,0,252,5,188,4,13,0,12,25,254,88,0
K19171,17,29,0,16,103,173,101,87,3,27,50,6,2,64,0,94,5,82,15,2,53,0,105,564,58,370,20,29,0,38,22,488,175,73
K19172,11,0,0,17,7,14,12,56,5,0,0,0,0,80,0,73,1,2,3,9,39,0,0,233,20,197,18,17,0,14,23,303,91,3
K19173,0,0,0,14,4,85,0,25,0,0,1,0,0,70,0,0,0,0,0,0,30,0,0,0,2,17,0,1,0,146,47,23,0,0
K19174,0,0,0,0,3,80,0,21,0,0,0,0,0,73,0,0,0,0,0,0,32,0,0,0,3,27,0,0,0,1,45,25,0,0
K19175,0,0,0,14,3,82,0,25,8,0,0,0,0,72,0,0,0,140,5,3,38,0,0,0,68,20,51,3,0,119,67,141,0,2
K19177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19180,0,4,148,0,34,22,108,76,49,54,126,44,63,31,178,106,57,6,2,1,47,47,17,0,91,44,1,64,383,35,51,77,32,6
K19181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19200,61,20,14,143,79,48,7,193,90,177,178,78,3,56,12,109,1,182,123,17,11,19,51,33,480,123,113,21,100,27,72,31,121,281
K19202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19221,869,263,568,944,1269,473,1260,1031,524,612,744,312,451,857,1369,924,475,287,628,672,367,629,234,215,734,768,514,770,866,582,329,493,586,1047
K19222,987,9,34,3,30,328,24,32,66,184,85,101,1,94,24,46,47,117,93,82,242,311,78,153,97,39,141,15,24,128,10,45,21,9
K19223,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,9,0,0
K19224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19225,581,182,423,1073,344,431,548,634,129,307,318,173,476,492,269,265,249,13,278,763,376,1951,55,451,91,268,109,197,26,249,183,169,593,872
K19226,2,0,0,1,0,240,0,0,10,0,1,0,0,1,0,0,0,0,0,0,6,231,0,11,21,2,79,0,0,3,0,0,0,0
K19227,414,2,0,0,0,184,0,0,19,0,0,0,0,31,0,0,0,0,5,8,119,216,0,57,5,0,131,0,10,4,0,0,0,0
K19228,657,4,0,2,0,316,0,1,26,0,2,1,0,61,0,0,0,3,13,42,186,193,0,98,29,0,183,1,14,10,0,0,0,0
K19229,599,2,0,0,0,286,0,0,21,1,5,0,0,55,1,0,8,2,5,20,183,166,0,93,20,0,129,1,12,7,0,0,0,0
K19230,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,172,0,1,1,0,0,0,0,0,0,0,0,0
K19231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0
K19234,450,0,0,0,0,92,0,0,8,0,0,0,0,39,0,0,6,0,0,5,120,199,0,65,13,0,41,0,11,0,0,0,0,0
K19235,219,2,0,0,0,60,0,0,8,0,1,0,0,20,0,0,0,0,2,7,73,342,0,42,25,7,36,0,6,5,0,0,0,0
K19236,388,1,0,1,0,177,0,0,17,0,1,0,0,45,0,0,0,0,5,12,119,263,0,70,7,0,78,0,10,5,0,0,0,0
K19237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19238,624,3,0,0,0,278,0,0,18,2,1,0,1,60,0,0,15,4,4,14,213,292,0,76,16,0,98,0,16,7,0,0,0,0
K19242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19244,39,98,37,54,43,8,42,82,12,30,19,3,28,15,10,0,24,26,106,17,2,19,29,44,121,298,83,147,49,96,54,69,94,25
K19245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19265,872,1270,753,840,416,562,627,453,441,612,701,575,392,624,1548,838,592,525,471,377,635,437,114,814,187,864,373,527,701,493,468,495,540,736
K19266,0,33,0,0,0,0,50,0,36,0,0,0,0,0,0,0,0,3,16,0,2,0,107,36,62,0,33,1,0,20,46,13,61,15
K19267,1504,63,7,76,57,664,17,217,135,16,7,1,6,131,11,10,42,10,62,378,562,797,19,259,160,143,343,18,35,24,65,32,91,160
K19268,37,6,8,0,0,28,20,6,18,1,18,0,0,0,0,73,6,0,208,16,1,167,0,59,126,40,94,9,19,87,0,54,20,0
K19270,642,2,0,3,0,306,0,0,32,2,2,0,1,49,0,1,18,2,12,39,194,377,0,97,53,1,170,5,15,11,1,0,0,0
K19271,1950,1318,1470,756,1148,3518,669,779,542,1178,315,465,183,1198,185,627,210,1039,1113,219,500,267,516,1241,764,3717,1171,445,665,2048,329,1046,2252,158
K19272,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
K19273,3,4,2,0,380,1,5,20,47,0,1,0,0,281,1,11,0,59,84,4,8,2,1,5,5,125,4,17,1,30,5,5,60,4
K19274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19275,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,27,0,0,0,0,0,0,0,0,0,0
K19276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,0,0,0,0,0,0,0
K19279,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19285,0,12,2,6,0,0,0,3,7,1,0,0,10,34,5,2,0,1,0,12,0,4,0,0,40,12,4,1,0,0,35,0,0,4
K19286,0,0,0,0,0,0,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0
K19290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19294,764,591,1286,1424,1680,1177,2893,2330,1661,1364,1914,867,970,1211,2537,2241,1042,451,1569,835,545,294,1501,722,1636,1855,1079,2150,2738,1946,550,1346,1586,2241
K19295,9,24,134,83,51,41,71,100,93,76,282,31,2,12,232,151,105,28,69,64,50,17,323,8,162,135,22,229,487,173,2,25,316,41
K19296,0,0,0,0,3,30,5,13,0,198,6,74,0,0,0,52,0,11,0,0,0,0,16,4,0,0,3,0,0,0,1,0,0,0
K19298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19302,1047,577,579,1054,1855,950,2020,1134,1217,902,784,615,1029,1114,374,1002,508,380,693,1050,597,2014,1136,723,466,634,415,799,743,1072,569,662,806,1150
K19303,1066,3,0,0,0,469,0,0,46,2,1,1,0,111,0,0,9,2,5,21,296,383,0,175,15,0,187,0,34,8,0,0,0,0
K19304,643,36,118,695,597,609,462,503,676,282,554,242,241,195,671,701,595,234,410,460,536,753,234,146,557,866,339,279,132,578,350,366,305,37
K19306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19309,290,28,136,901,181,67,257,541,155,101,189,78,2080,319,202,189,125,18,218,200,217,183,27,62,116,693,32,163,22,169,151,47,308,1990
K19310,681,141,572,3063,1291,292,1362,1739,592,809,674,283,4513,1144,676,949,456,64,801,768,544,357,414,197,463,1777,234,1349,103,944,597,187,1426,4410
K19320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19333,472,54,14,49,13,268,43,12,71,66,137,22,16,43,130,67,91,4,34,31,176,133,15,90,123,55,120,134,47,51,63,41,51,10
K19334,2667,234,349,466,192,1765,465,416,612,820,661,513,254,454,831,1037,403,398,683,571,925,1050,1247,757,849,533,1042,736,806,553,244,437,277,256
K19335,854,1,0,1,0,2,0,1,28,0,0,0,0,63,0,0,0,1,7,23,280,394,0,136,7,0,0,0,14,4,0,0,0,0
K19336,768,2,0,2,0,5,0,0,24,1,0,1,0,67,0,0,0,0,5,27,267,411,0,114,7,0,0,1,17,6,0,0,0,0
K19337,557,2,0,0,0,257,7,0,18,1,1,0,0,52,1,0,1,0,13,32,180,423,0,93,16,0,96,6,14,18,0,3,0,0
K19338,587,2,0,1,0,278,0,0,8,0,0,0,0,68,0,0,9,0,0,17,204,315,0,71,23,0,83,0,12,6,0,0,0,0
K19339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19350,165,259,35,309,123,112,335,315,130,16,34,100,7,43,46,296,32,109,260,169,14,27,70,192,366,295,326,45,169,197,131,106,427,257
K19353,414,1,11,1,6,258,12,226,18,112,57,46,0,44,5,187,16,134,3,72,239,565,38,55,45,0,93,5,12,314,1,7,5,1
K19354,219,0,0,0,0,16,0,0,4,0,0,0,0,23,0,0,11,0,1,9,101,196,0,30,8,0,1,0,3,1,0,0,0,0
K19355,0,0,1,0,67,87,23,143,13,222,25,122,0,12,0,168,2,82,12,33,7,191,22,5,24,1,10,8,2,164,1,3,0,0
K19356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19360,0,0,0,0,0,0,0,0,0,5,1,23,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19373,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,1,0,0,0,0,0,0
K19386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19405,242,373,152,101,1002,158,861,227,750,26,197,66,14,488,90,126,73,246,260,97,82,5,286,571,393,160,172,388,896,366,273,707,257,184
K19411,261,477,192,85,1243,191,992,402,1034,35,253,52,31,417,87,131,84,269,287,92,80,23,259,178,421,86,284,389,899,414,281,709,279,194
K19416,533,2,0,2,0,344,0,0,19,0,2,0,0,55,0,0,2,2,6,15,151,199,0,108,13,0,127,0,11,8,0,0,0,0
K19419,63,179,112,611,634,67,533,245,839,156,234,56,95,7,198,118,30,55,72,214,42,16,31,101,19,191,26,244,481,87,228,585,49,242
K19420,86,210,454,999,588,206,448,553,193,235,318,228,347,522,225,397,465,20,180,481,300,1514,95,504,354,418,41,417,65,202,364,205,449,1118
K19422,2,225,35,84,723,6,257,82,780,6,28,13,0,42,0,0,26,54,17,4,20,1,39,318,38,22,40,11,1053,84,53,81,54,79
K19423,16,5,16,57,245,6,87,175,14,16,93,91,0,4,53,95,37,31,6,42,16,0,110,285,3,44,8,10,10,38,27,234,131,101
K19424,159,984,107,719,926,130,513,329,698,333,277,214,120,272,486,630,152,239,230,413,185,50,341,91,243,653,153,731,1726,234,604,420,298,595
K19427,0,0,0,0,0,4,2,0,0,5,0,0,0,0,0,0,2,0,1,0,0,0,48,0,3,0,0,0,167,7,0,0,0,0
K19429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19430,0,181,0,0,1,22,24,0,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,32,0,463,0,1,53,0,0
K19476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19504,162,125,94,161,70,14,71,111,373,92,69,238,395,169,358,168,76,32,168,149,17,2108,241,17,194,272,100,216,96,97,49,80,62,13
K19505,1,19,75,465,79,22,39,3,224,2,6,24,125,11,2,0,115,0,186,89,25,179,0,5,93,195,36,16,0,0,112,4,33,60
K19506,70,167,143,508,67,53,93,194,194,61,65,248,132,198,622,229,137,31,394,356,216,175,20,3,140,845,180,224,24,72,141,32,151,24
K19507,111,178,235,851,159,13,108,187,376,85,79,343,637,431,670,307,130,29,481,242,43,1943,121,9,251,650,264,253,4,165,163,46,103,75
K19508,142,298,269,680,116,13,191,358,513,162,120,386,307,168,1142,290,199,42,632,321,77,2013,27,5,224,915,291,354,1,148,129,8,250,29
K19509,135,215,276,502,89,35,135,176,639,119,89,530,543,416,1313,261,116,70,657,321,53,2050,585,4,319,598,250,438,3,194,178,40,286,76
K19510,118,214,79,600,107,23,80,186,137,44,70,142,292,218,107,295,35,21,521,58,98,2016,89,15,191,262,249,222,297,56,55,11,196,69
K19525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19540,446,101,0,119,3,1,9,17,5,0,0,1,2,40,1,0,2,0,37,55,177,17,23,73,0,0,6,0,9,2,0,3,134,16
K19545,169,19,191,562,157,88,48,298,143,51,326,193,6082,626,51,85,36,42,17,6,38,1243,20,13,19,25,18,68,25,20,26,351,188,31
K19562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19575,258,244,83,237,170,36,130,218,149,58,140,177,147,72,252,304,65,229,228,60,43,100,459,606,484,267,116,36,223,200,213,383,141,258
K19577,546,2,0,0,0,196,0,0,22,0,1,0,0,58,0,0,3,0,0,10,186,458,0,80,18,0,118,0,9,5,0,0,0,0
K19586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,10,5,1,0,0,0,0,0,0,0
K19587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,2,17,4,1,0,0,0,0,0,0,0
K19589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19591,507,2,0,0,0,169,0,0,18,1,4,1,0,45,0,1,0,2,6,30,160,322,0,74,11,1,115,0,13,4,0,0,0,2
K19592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19611,600,0,0,1,0,413,0,0,32,1,2,0,0,179,0,0,10,1,12,25,287,570,0,87,35,9,361,0,15,10,0,0,0,0
K19620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19647,0,2,0,0,0,0,14,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
K19664,2,43,0,0,0,1,86,0,52,0,0,0,0,0,1,0,0,5,19,0,2,0,109,36,77,0,45,2,0,27,41,14,57,16
K19665,0,53,0,0,0,2,91,0,52,0,0,0,0,0,1,0,0,8,17,0,3,0,0,50,72,0,46,1,0,0,53,24,86,19
K19666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19670,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2
K19686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19688,654,3,0,2,0,324,0,0,17,2,1,0,0,67,0,0,0,0,5,13,200,311,0,106,6,0,134,1,15,5,0,0,1,0
K19689,821,803,582,1692,836,551,1227,1447,1073,773,1047,671,959,722,1793,1516,900,332,1490,1704,295,193,1744,1179,1299,1157,1167,1084,1192,1279,716,1227,1236,1544
K19690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19693,1,0,3,0,38,520,30,61,0,1851,238,968,0,0,0,385,14,862,6,3,0,0,222,26,24,3,113,8,0,491,20,4,9,0
K19694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19696,1,22,4,0,0,1,70,60,20,0,0,0,0,0,0,9,0,42,22,22,4,7,64,32,59,0,24,1,0,26,19,18,40,11
K19697,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,12,0,4,4,0,0,0,0,0,0,0,0,0
K19701,31,1,3,429,60,4,61,61,7,30,31,24,28,50,116,8,63,0,9,62,21,3,1,0,6,0,1,40,0,6,12,14,130,645
K19703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19709,485,2,0,0,0,213,0,0,4,0,0,0,0,21,0,0,0,0,0,10,101,112,0,55,1,0,57,0,13,1,0,0,0,0
K19710,4,24,33,3,9,0,2,15,72,5,8,23,2,14,38,3,12,32,29,23,1,4,2,27,50,9,28,17,1,19,8,21,0,4
K19711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19712,2,35,0,0,0,2,88,0,51,0,0,0,0,0,1,0,0,6,23,0,1,0,59,46,70,0,44,3,0,15,42,22,75,12
K19713,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
K19714,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0
K19715,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,26,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0
K19717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19745,738,2,0,2,0,319,0,0,26,2,2,0,0,64,0,0,0,1,14,48,259,382,0,113,102,29,177,1,10,9,0,0,2,0
K19746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19755,0,0,0,0,0,9,2,1,0,16,10,30,0,0,0,6,1,1,0,0,0,0,2,2,1,0,0,0,0,2,1,0,0,0
K19761,757,3,0,0,0,375,1,2,12,25,53,0,0,82,0,0,13,1,7,33,270,386,0,103,43,4,155,1,19,5,0,0,1,0
K19770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19775,710,1,0,0,0,352,0,0,23,1,0,0,0,86,0,0,0,0,1,17,268,188,0,115,25,2,134,0,12,7,0,0,0,0
K19776,1125,2,0,1,0,483,0,0,38,3,3,0,0,74,0,0,35,2,22,29,308,288,0,196,20,3,236,5,23,17,0,0,0,1
K19777,810,4,0,1,0,385,1,0,9,0,0,1,0,43,0,0,0,0,7,17,282,196,0,128,2,0,114,0,21,5,0,0,0,0
K19778,805,4,0,1,0,379,0,1,13,1,0,0,0,51,0,0,0,9,4,17,258,484,0,129,3,0,122,0,21,4,0,0,0,0
K19779,546,8,0,0,0,20,0,0,2,0,0,0,0,43,0,0,0,0,0,0,175,1,0,63,4,0,23,0,12,4,0,0,0,0
K19780,793,6,0,0,0,282,0,0,0,0,2,0,0,51,0,0,0,0,0,0,164,0,0,82,2,0,0,0,23,1,0,0,0,0
K19781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19784,867,19,7,224,53,524,3,393,132,1,4,1,202,253,28,23,6,17,55,1643,630,2481,5,205,107,70,192,15,47,20,257,174,18,672
K19785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19789,598,3,0,1,0,293,0,6,41,28,12,10,0,57,1,1,7,1,4,18,193,166,0,99,41,2,152,0,13,10,0,0,0,0
K19791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
