ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU200	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Angelakisella	Angelakisella sp900547385
OTU201	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Angelakisella	Angelakisella sp900552845
OTU202	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Eggerthellaceae	 Arabia	Arabia massiliensis
OTU203	Bacteria	 Actinobacteriota	 Actinomycetia	 Propionibacteriales	 Propionibacteriaceae	 Arachnia	Arachnia massiliensis
OTU204	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Actinomycetaceae	 Arcanobacterium_A	Arcanobacterium_A urinimassiliense
OTU205	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Atlantibacter	Atlantibacter hermannii
OTU206	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Atopobiaceae	 Atopobium	Atopobium minutum
OTU207	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Rhodocyclaceae	 Azonexus	Azonexus sp900549295
OTU208	Bacteria	 Firmicutes_A	 Clostridia	 Peptostreptococcales	 Anaerovoracaceae	 BX12	BX12 sp014333425
OTU209	Bacteria	 Firmicutes_A	 Clostridia	 Peptostreptococcales	 Anaerovoracaceae	 BX12	BX12 sp902363595
OTU210	Bacteria	 Firmicutes_A	 Clostridia	 Peptostreptococcales	 Anaerovoracaceae	 Bacilliculturomica	Bacilliculturomica massiliensis
OTU211	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	Bacillus licheniformis
OTU212	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	Bacillus paralicheniformis
OTU213	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	Bacillus subtilis
OTU214	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae_G	 Bacillus_A	Bacillus_A luti
OTU215	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae_G	 Bacillus_A	Bacillus_A paranthracis
OTU216	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae_G	 Bacillus_A	Bacillus_A thuringiensis_S
OTU217	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae_G	 Bacillus_A	Bacillus_A wiedmannii
OTU218	Bacteria	 Firmicutes	 Bacilli	 Bacillales_B	 DSM-1321	 Bacillus_BN	Bacillus_BN massilioanorexius
OTU219	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides acidifaciens
OTU220	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides bouchesdurhonensis
OTU221	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides caccae
OTU222	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides cellulosilyticus
OTU223	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides clarus
OTU224	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides congonensis
OTU225	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides cutis
OTU226	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides eggerthii
OTU227	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides faecis
OTU228	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides finegoldii
OTU229	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides fluxus
OTU230	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides fragilis
OTU231	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides fragilis_A
OTU232	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides gallinarum
OTU233	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides graminisolvens
OTU234	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides intestinalis
OTU235	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides massiliensis_A
OTU236	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides ndongoniae
OTU237	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides neonati
OTU238	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides nordii
OTU239	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides oleiciplenus
OTU240	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides ovatus
OTU241	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides pyogenes
OTU242	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides salyersiae
OTU243	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides sp002491635
OTU244	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides sp003545565
OTU245	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides sp014385165
OTU246	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides sp900547205
OTU247	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides sp900553815
OTU248	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides sp900555635
OTU249	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides sp900556215
OTU250	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides sp900761785
OTU251	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides sp900765785
OTU252	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides sp900766005
OTU253	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides sp900766195
OTU254	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides sp902362375
OTU255	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides sp902388495
OTU256	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides stercorirosoris
OTU257	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides stercoris
OTU258	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides thetaiotaomicron
OTU259	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides togonis
OTU260	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides uniformis
OTU261	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides xylanisolvens
OTU262	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	Bacteroides_F pectinophilus
OTU263	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Bariatricus	Bariatricus comes
OTU264	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Bariatricus	Bariatricus massiliensis
OTU265	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Bariatricus	Bariatricus sp900554415
OTU266	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Barnesiellaceae	 Barnesiella	Barnesiella intestinihominis
OTU267	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Barnesiellaceae	 Barnesiella	Barnesiella sp002159975
OTU268	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Barnesiellaceae	 Barnesiella	Barnesiella sp003150885
OTU269	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Barnesiellaceae	 Barnesiella	Barnesiella sp900538555
OTU270	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Barnesiellaceae	 Barnesiella	Barnesiella sp900538705
OTU271	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Barnesiellaceae	 Barnesiella	Barnesiella sp900542255
OTU272	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelatoclostridiaceae	 Beduini	Beduini massiliensis
OTU273	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelatoclostridiaceae	 Beduini	Beduini sp900550005
OTU274	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelatoclostridiaceae	 Beduini	Beduini sp902363625
OTU275	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	Bifidobacterium adolescentis
OTU276	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	Bifidobacterium angulatum
OTU277	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	Bifidobacterium animalis
OTU278	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	Bifidobacterium bifidum
OTU279	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	Bifidobacterium breve
OTU280	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	Bifidobacterium catenulatum
OTU281	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	Bifidobacterium dentium
OTU282	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	Bifidobacterium gallicum
OTU283	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	Bifidobacterium gallinarum
OTU284	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	Bifidobacterium globosum
OTU285	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	Bifidobacterium infantis
OTU286	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	Bifidobacterium italicum
OTU287	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	Bifidobacterium pseudocatenulatum
OTU288	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	Bifidobacterium pullorum
OTU289	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	Bifidobacterium ruminantium
OTU290	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	Bifidobacterium scardovii
OTU291	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	Bifidobacterium sp002742445
OTU292	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	Bifidobacterium sp002884815
OTU293	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	Bifidobacterium sp900551485
OTU294	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	Bifidobacterium thermophilum
OTU295	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	Bifidobacterium vaginale
OTU296	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	Bifidobacterium vaginale_E
OTU297	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	Bifidobacterium vaginale_F
OTU298	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	Bifidobacterium vaginale_G
OTU299	Bacteria	 Desulfobacterota	 Desulfovibrionia	 Desulfovibrionales	 Desulfovibrionaceae	 Bilophila	Bilophila sp900550745
OTU300	Bacteria	 Desulfobacterota	 Desulfovibrionia	 Desulfovibrionales	 Desulfovibrionaceae	 Bilophila	Bilophila sp900553145
OTU301	Bacteria	 Desulfobacterota	 Desulfovibrionia	 Desulfovibrionales	 Desulfovibrionaceae	 Bilophila	Bilophila sp902373525
OTU302	Bacteria	 Desulfobacterota	 Desulfovibrionia	 Desulfovibrionales	 Desulfovibrionaceae	 Bilophila	Bilophila wadsworthia
OTU303	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Bittarella	Bittarella massiliensis
OTU304	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia	Blautia coccoides
OTU305	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia	Blautia hansenii
OTU306	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia	Blautia hominis
OTU307	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia	Blautia sp000432195
OTU308	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia	Blautia sp001304935
OTU309	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia	Blautia sp002161285
OTU310	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia	Blautia sp003287895
OTU311	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia	Blautia sp900539145
OTU312	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia	Blautia sp900541955
OTU313	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia	Blautia sp900543715
OTU314	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia	Blautia sp900547685
OTU315	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia	Blautia sp900555025
OTU316	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia	Blautia sp900556555
OTU317	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia	Blautia sp900753905
OTU318	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia	Blautia sp900765525
OTU319	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia	Blautia stercoris
OTU320	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia_A	Blautia_A caecimuris
OTU321	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia_A	Blautia_A faecis
OTU322	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia_A	Blautia_A hydrogenotrophica
OTU323	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia_A	Blautia_A luti
OTU324	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia_A	Blautia_A massiliensis
OTU325	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia_A	Blautia_A obeum
OTU326	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia_A	Blautia_A obeum_B
OTU327	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia_A	Blautia_A schinkii
OTU328	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia_A	Blautia_A sp000285855
OTU329	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia_A	Blautia_A sp000436615
OTU330	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia_A	Blautia_A sp003471165
OTU331	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia_A	Blautia_A sp003474435
OTU332	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia_A	Blautia_A sp003477525
OTU333	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia_A	Blautia_A sp900066145
OTU334	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia_A	Blautia_A sp900066205
OTU335	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia_A	Blautia_A sp900066335
OTU336	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia_A	Blautia_A sp900066505
OTU337	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia_A	Blautia_A sp900120195
OTU338	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia_A	Blautia_A sp900540785
OTU339	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia_A	Blautia_A sp900541345
OTU340	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia_A	Blautia_A sp900541985
OTU341	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia_A	Blautia_A sp900542045
OTU342	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia_A	Blautia_A sp900547615
OTU343	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia_A	Blautia_A sp900548245
OTU344	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia_A	Blautia_A sp900549015
OTU345	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia_A	Blautia_A sp900551075
OTU346	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia_A	Blautia_A sp900551465
OTU347	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia_A	Blautia_A sp900551715
OTU348	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia_A	Blautia_A sp900553515
OTU349	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia_A	Blautia_A sp900763175
OTU350	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia_A	Blautia_A wexlerae_A
OTU351	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia_A	Blautia_A wexlerae_B
OTU352	Bacteria	 Firmicutes_A	 Clostridia_A	 Christensenellales	 Borkfalkiaceae	 Borkfalkia	Borkfalkia ceftriaxoniphila
OTU353	Bacteria	 Firmicutes_A	 Clostridia_A	 Christensenellales	 Borkfalkiaceae	 Borkfalkia	Borkfalkia sp900557285
OTU354	Bacteria	 Firmicutes_A	 Clostridia_A	 Christensenellales	 Borkfalkiaceae	 Borkfalkia	Borkfalkia sp900761665
OTU355	Bacteria	 Firmicutes_A	 Clostridia_A	 Christensenellales	 Borkfalkiaceae	 Borkfalkia	Borkfalkia sp900761675
OTU356	Bacteria	 Spirochaetota	 Brachyspirae	 Brachyspirales	 Brachyspiraceae	 Brachyspira	Brachyspira aalborgi
OTU357	Bacteria	 Spirochaetota	 Brachyspirae	 Brachyspirales	 Brachyspiraceae	 Brachyspira	Brachyspira pilosicoli
OTU358	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Xanthobacteraceae	 Bradyrhizobium	Bradyrhizobium sp000015165
OTU359	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Xanthobacteraceae	 Bradyrhizobium	Bradyrhizobium sp003020075
OTU360	Bacteria	 Actinobacteriota	 Actinomycetia	 Actinomycetales	 Brevibacteriaceae	 Brevibacterium	Brevibacterium senegalense
OTU361	Bacteria	 Eremiobacterota	 Xenobia	 Xenobiales	 Xenobiaceae	 Bruticola	Bruticola sp004554425
OTU362	Bacteria	 Eremiobacterota	 Xenobia	 Xenobiales	 Xenobiaceae	 Bruticola	Bruticola sp900772775
OTU363	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelotrichaceae	 Bulleidia	Bulleidia massiliensis_B
OTU364	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelotrichaceae	 Bulleidia	Bulleidia moorei
OTU365	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelotrichaceae	 Bulleidia	Bulleidia sp900539965
OTU366	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelotrichaceae	 Bulleidia	Bulleidia sp900554555
OTU367	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Butyricicoccaceae	 Butyricicoccus	Butyricicoccus pullicaecorum
OTU368	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Butyricicoccaceae	 Butyricicoccus	Butyricicoccus sp900547195
OTU369	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Butyricicoccaceae	 Butyricicoccus	Butyricicoccus_A sp002395695
OTU370	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Marinifilaceae	 Butyricimonas	Butyricimonas faecalis
OTU371	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Marinifilaceae	 Butyricimonas	Butyricimonas paravirosa
OTU372	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Marinifilaceae	 Butyricimonas	Butyricimonas sp003479425
OTU373	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Marinifilaceae	 Butyricimonas	Butyricimonas sp900184685
OTU374	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Marinifilaceae	 Butyricimonas	Butyricimonas sp900759925
OTU375	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Marinifilaceae	 Butyricimonas	Butyricimonas sp900761485
OTU376	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Marinifilaceae	 Butyricimonas	Butyricimonas synergistica
OTU377	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Marinifilaceae	 Butyricimonas	Butyricimonas virosa
OTU378	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Butyrivibrio_A	Butyrivibrio_A crossotus
OTU379	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Butyrivibrio_A	Butyrivibrio_A sp000431815
OTU380	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Butyrivibrio_A	Butyrivibrio_A sp900768755
OTU381	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Butyrivibrio_A	Butyrivibrio_A sp900771195
OTU382	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Eggerthellaceae	 CAAEEV01	CAAEEV01 sp900754955
OTU383	Bacteria	 Proteobacteria	 Alphaproteobacteria	 RF32	 CAG-239	 CAAFZY01	CAAFZY01 sp900767645
OTU384	Bacteria	 Verrucomicrobiota	 Lentisphaeria	 Victivallales	 Victivallaceae	 CAAGED01	CAAGED01 sp900768505
OTU385	Bacteria	 Firmicutes_C	 Negativicutes	 Selenomonadales	 Massilibacillaceae	 CABIZH01	CABIZH01 sp902363205
OTU386	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 QAMH01	 CACZQA01	CACZQA01 sp900758075
OTU387	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 QAMH01	 CACZQA01	CACZQA01 sp902783175
OTU388	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-1000	CAG-1000 sp000434555
OTU389	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-1000	CAG-1000 sp000436975
OTU390	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-1000	CAG-1000 sp004552445
OTU391	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-1000	CAG-1000 sp900556025
OTU392	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-1000	CAG-1000 sp900761555
OTU393	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-1000	CAG-1000 sp900768345
OTU394	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-1000	CAG-1000 sp900772435
OTU395	Bacteria	 Firmicutes_A	 Clostridia_A	 Christensenellales	 CAG-138	 CAG-1024	CAG-1024 sp000432015
OTU396	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 CAG-103	CAG-103 sp000432375
OTU397	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 CAG-103	CAG-103 sp004556965
